id,p_EF,p_INF,p_ADR,p_DI,p_Finding
994547683871395840,0.006925288587808609,0.013019650243222713,0.022019121795892715,0.3056904971599579,0.15799632668495178
992419883282558977,0.015376030467450619,0.015470052137970924,0.024104665964841843,0.06004481017589569,0.14849378168582916
991702276573147136,0.011219941079616547,0.017244070768356323,0.02020924910902977,0.03403044119477272,0.06327129900455475
989038773307609089,0.018294211477041245,0.022120295092463493,0.1835959553718567,0.022860459983348846,0.34215253591537476
987939218767958016,0.03079056181013584,0.04973110929131508,0.0683225765824318,0.8019471764564514,0.33262383937835693
987939217341894656,0.005020966753363609,0.12354432046413422,0.23426589369773865,0.7427014708518982,0.36560049653053284
977449867101556736,0.011777188628911972,0.01681768335402012,0.061406683176755905,0.020749732851982117,0.10354311764240265
948954792730218496,0.013442633673548698,0.01573062688112259,0.044792283326387405,0.7982538938522339,0.42697784304618835
925834025582891008,0.013743153773248196,0.020892180502414703,0.0653245598077774,0.022665226832032204,0.1702287495136261
924959447394512896,0.03200644999742508,0.012371817603707314,0.07070230692625046,0.9108242988586426,0.4220978915691376
922028272711557120,0.02849636599421501,0.01265379786491394,0.02490365318953991,0.01689278893172741,0.032882265746593475
913656071264374784,0.013873117044568062,0.01424690242856741,0.02924024872481823,0.02136004902422428,0.0389120914041996
913380495832084483,0.009913383983075619,0.01935066282749176,0.5839196443557739,0.08994629979133606,0.44257381558418274
913380420196192257,0.02070770412683487,0.018007365986704826,0.7992931008338928,0.031725458800792694,0.11654152721166611
908360192009687040,0.007773159071803093,0.02485533244907856,0.09931013733148575,0.016244594007730484,0.07850083708763123
905646814157725696,0.01627887226641178,0.006990288384258747,0.3093419075012207,0.05517177656292915,0.1877424269914627
901774281209733120,0.016397686675190926,0.03343577682971954,0.009891505353152752,0.9397516846656799,0.11010082066059113
897443976554225664,0.006651240400969982,0.03459762781858444,0.027227887883782387,0.027868280187249184,0.047527018934488297
876706818625556480,0.019923627376556396,0.03429695591330528,0.016828227788209915,0.03269349783658981,0.09168658405542374
853170538755350529,0.014610088430345058,0.015921669080853462,0.04053270071744919,0.02146092988550663,0.03594696894288063
851083978211774465,0.017714597284793854,0.01728666014969349,0.02583547867834568,0.01892559975385666,0.02439160645008087
827628007762382848,0.014471691101789474,0.012838764116168022,0.035014986991882324,0.021563630551099777,0.04703003540635109
824656094056353792,0.01159184891730547,0.014477947726845741,0.039172038435935974,0.03213263303041458,0.09879807382822037
820971728897802240,0.013618050143122673,0.012628861702978611,0.029022041708230972,0.025515934452414513,0.06002000346779823
807805771534766080,0.010261292569339275,0.00885650422424078,0.06343919783830643,0.13363835215568542,0.18100717663764954
804207530838724608,0.09889067709445953,0.9391641020774841,0.02665860205888748,0.11573953181505203,0.030372871086001396
769501835556229120,0.0363977812230587,0.02537420764565468,0.8478562235832214,0.014959488064050674,0.11659613996744156
762017175259545600,0.01977156102657318,0.48827582597732544,0.8056573867797852,0.6991738080978394,0.10209222882986069
761894124479995904,0.016327647492289543,0.014279738999903202,0.022083498537540436,0.8605027794837952,0.27626585960388184
761780434917330944,0.017663756385445595,0.015243523754179478,0.016627738252282143,0.024882402271032333,0.036120980978012085
747777849000591360,0.013862005434930325,0.012754827737808228,0.029237492009997368,0.021963393315672874,0.050246208906173706
730234756978323457,0.01574009470641613,0.01490985881537199,0.017790161073207855,0.02401362545788288,0.03738664463162422
721976419383910400,0.021637361496686935,0.026340801268815994,0.044872064143419266,0.1457996666431427,0.4361567497253418
721235592563007488,0.02008347399532795,0.027464475482702255,0.6782025098800659,0.012609575875103474,0.22488996386528015
718041586664398848,0.012427137233316898,0.024986742064356804,0.02021360769867897,0.019701287150382996,0.039419736713171005
713295936538152962,0.0386095866560936,0.007329030428081751,0.04735124483704567,0.9398087859153748,0.2305971086025238
708961119260577792,0.012537213973701,0.0244159959256649,0.04116503894329071,0.01349813025444746,0.04498464986681938
701677327269367808,0.010393060743808746,0.011978523805737495,0.027745118364691734,0.033934514969587326,0.04818858206272125
656968999046115333,0.025360165163874626,0.010968481190502644,0.6052144169807434,0.06935341656208038,0.414758563041687
651027260334583812,0.017475727945566177,0.0061643775552511215,0.05394604429602623,0.18590176105499268,0.2202724814414978
646390162335891456,0.014601748436689377,0.012081828899681568,0.0367492139339447,0.03873858600854874,0.12604202330112457
1180466714829578241,0.01749064214527607,0.018096962943673134,0.5260583162307739,0.019983727484941483,0.21204914152622223
1133859028327702528,0.01528006512671709,0.009960662573575974,0.02815367840230465,0.03163081407546997,0.043878622353076935
1104271118876241920,0.9121131300926208,0.013219145126640797,0.026280613616108894,0.9382264018058777,0.04818335175514221
1102299634511286273,0.012386146932840347,0.030112067237496376,0.016320420429110527,0.02500990591943264,0.047443948686122894
1102288055329845248,0.008837324567139149,0.7508042454719543,0.06243712082505226,0.5505948662757874,0.06572894006967545
1099746790335750146,0.014719883911311626,0.013516473583877087,0.0627249926328659,0.01580728217959404,0.09062361717224121
1045171886815088640,0.011617757380008698,0.016551323235034943,0.02114161103963852,0.02969011478126049,0.04573966935276985
987675615443718146,0.03396537899971008,0.00729020219296217,0.05314072594046593,0.8813149929046631,0.08375255018472672
982707028513697792,0.01628291979432106,0.01021631434559822,0.010822383686900139,0.1074971929192543,0.0541890487074852
970241543679463424,0.014111814089119434,0.01517866738140583,0.018175289034843445,0.9160212874412537,0.20642060041427612
965680629584154625,0.009923887439072132,0.013988451100885868,0.016123436391353607,0.05994616448879242,0.056961748749017715
962238352840970240,0.01886259950697422,0.011424158699810505,0.014932475984096527,0.034018244594335556,0.04209011793136597
902415567721824256,0.010429233312606812,0.01268741860985756,0.02014927752315998,0.038295384496450424,0.03364887088537216
901236422392373253,0.009745597839355469,0.010206799954175949,0.04315587878227234,0.04784998297691345,0.07361546903848648
900334311563513856,0.013049899600446224,0.008834585547447205,0.037550188601017,0.03568810969591141,0.04236245155334473
890715938965913600,0.01012142188847065,0.012941397726535797,0.021589305251836777,0.03674183785915375,0.0336853563785553
851791957571645441,0.011579507030546665,0.009846122935414314,0.044841501861810684,0.031181730329990387,0.044621843844652176
830831498530000896,0.014121152460575104,0.015876630321145058,0.02224184200167656,0.021852312609553337,0.0347248874604702
817790788801363970,0.015493367798626423,0.015360241755843163,0.02011198364198208,0.022181056439876556,0.033440325409173965
799879789611978752,0.06780834496021271,0.00513274222612381,0.04665128141641617,0.8080897331237793,0.11670515686273575
792850109415452672,0.01304499339312315,0.011257185600697994,0.1324138045310974,0.023290682584047318,0.0754852294921875
787745444239736832,0.01151076890528202,0.015435597859323025,0.013489478267729282,0.04675287380814552,0.036443475633859634
725920552737628161,0.03192484751343727,0.011046742089092731,0.006722042802721262,0.08996469527482986,0.028337659314274788
1172856224574005249,0.034026600420475006,0.02889394573867321,0.9317488074302673,0.031225550919771194,0.1569974720478058
1131215885086142465,0.3587101995944977,0.8511590361595154,0.9596801400184631,0.38528603315353394,0.23517298698425293
1128514645432705024,0.014905691146850586,0.02281959168612957,0.019155949354171753,0.019131967797875404,0.028302080929279327
1113672633550286848,0.014224350452423096,0.024845978245139122,0.014399095438420773,0.9565699696540833,0.06823088973760605
1097598116809924614,0.013004451990127563,0.011925322003662586,0.030578114092350006,0.028617050498723984,0.0322011299431324
1067084750513467392,0.022244617342948914,0.649547815322876,0.47318971157073975,0.1831473410129547,0.10080745816230774
1064479599034290176,0.04129442945122719,0.0106991371139884,0.015932245180010796,0.9671770334243774,0.0998966172337532
1064477844418543616,0.5763250589370728,0.03346361219882965,0.013287083245813847,0.01266329176723957,0.019352024421095848
1064477133639245825,0.5086824297904968,0.11561135202646255,0.9832921624183655,0.16091002523899078,0.17416130006313324
1019992873645826049,0.026660116389393806,0.012580979615449905,0.01617147959768772,0.02227494679391384,0.0227375365793705
1007581633153814528,0.010544546879827976,0.012135377153754234,0.041831858456134796,0.028134480118751526,0.05152464658021927
1007363749286735872,0.0073769171722233295,0.18684200942516327,0.028608886525034904,0.02779429778456688,0.02005387842655182
1070823051519057925,0.011151083745062351,0.016805412247776985,0.04747273772954941,0.019105078652501106,0.05698716267943382
878246207570706437,0.014311560429632664,0.012927128002047539,0.07202758640050888,0.02441808581352234,0.09732042253017426
714816844532752385,0.009260979481041431,0.027644289657473564,0.25010502338409424,0.019248778000473976,0.1610841602087021
696467523189997568,0.013285727240145206,0.01350153423845768,0.02835254557430744,0.02523038536310196,0.05389752238988876
1082983971342950401,0.03129110485315323,0.01930958963930607,0.008738657459616661,0.9604663848876953,0.05092356726527214
1128679445169147904,0.015160011127591133,0.010427368804812431,0.03641652688384056,0.02470291033387184,0.04111224785447121
1120033790167060480,0.008972835727036,0.02834051474928856,0.04784451052546501,0.016993647441267967,0.03571044281125069
1044189705456226304,0.014543688856065273,0.021734612062573433,0.014967156574130058,0.026271115988492966,0.02089783176779747
1127204177690673158,0.214759960770607,0.004253983031958342,0.008726521395146847,0.36740443110466003,0.07274416834115982
1095591393995735040,0.014305145479738712,0.017295118421316147,0.016923194751143456,0.031010568141937256,0.04279216751456261
1056316495905480704,0.6572616696357727,0.2852725684642792,0.008739286102354527,0.9752783179283142,0.0372052863240242
1036800546999549952,0.025121819227933884,0.7992432713508606,0.13999438285827637,0.9803558588027954,0.1682589054107666
1031123709803851778,0.18728256225585938,0.13640885055065155,0.05411690101027489,0.9890152812004089,0.060600653290748596
1008665452376199169,0.013636964373290539,0.020535068586468697,0.019453249871730804,0.021958131343126297,0.026776406913995743
961978504903561219,0.9318251013755798,0.012638372369110584,0.013727935031056404,0.8505968451499939,0.04518910497426987
920920236957855744,0.019251056015491486,0.008034893311560154,0.01891503669321537,0.06472960114479065,0.04402700066566467
1057599528092733440,0.016476858407258987,0.5558286905288696,0.014665590599179268,0.0159038994461298,0.0233094934374094
876456857799413760,0.057210687547922134,0.737649142742157,0.9556213021278381,0.1990889310836792,0.110700823366642
1173329146530938881,0.015244132839143276,0.026468446478247643,0.019876373931765556,0.017693044617772102,0.02665105275809765
1173327680286154752,0.018742913380265236,0.01599731296300888,0.01247448194772005,0.03207316994667053,0.022466231137514114
1173327516972568577,0.012400107458233833,0.008575552143156528,0.010827857069671154,0.20747093856334686,0.07050441950559616
1162535506174992390,0.011447930708527565,0.012966088950634003,0.011323098093271255,0.14614103734493256,0.09078003466129303
1162381398608666625,0.0181636493653059,0.0155187351629138,0.011714900843799114,0.0370195247232914,0.03890210762619972
1158534116465401856,0.008193515241146088,0.02815048024058342,0.026263181120157242,0.024207616224884987,0.06395738571882248
1134631394737643520,0.014789145439863205,0.01167774386703968,0.0197165384888649,0.03419572487473488,0.03889547288417816
1128224440544890881,0.021543007344007492,0.030615897849202156,0.8723006248474121,0.028023550286889076,0.10077454894781113
1125645427884417025,0.014427755028009415,0.013458091765642166,0.013537967577576637,0.037246670573949814,0.02445884607732296
1116265739038744578,0.009128130041062832,0.05318186432123184,0.010058335028588772,0.04311709478497505,0.02273409254848957
1096799719542718464,0.022026311606168747,0.011726953089237213,0.010878227651119232,0.9265648722648621,0.062047768384218216
1096767002365095936,0.03328970447182655,0.03521252050995827,0.9219369888305664,0.03487116098403931,0.09825148433446884
1076022211201384449,0.01464213989675045,0.01686662994325161,0.01607358828186989,0.02795417234301567,0.028551431372761726
1068580230833553408,0.1681298464536667,0.02725558541715145,0.00870075449347496,0.9814886450767517,0.06412312388420105
1031634986200432640,0.06417279690504074,0.07616999745368958,0.883496105670929,0.11959009617567062,0.1384478211402893
1008641430464679937,0.030005866661667824,0.6719534993171692,0.04371841251850128,0.945543110370636,0.04992661625146866
989784679892037632,0.011260953731834888,0.023592323064804077,0.012701350264251232,0.0346844382584095,0.03400694578886032
981616909106991104,0.01550302840769291,0.015274950303137302,0.015171877108514309,0.9054120182991028,0.16186022758483887
972863226739380225,0.01270668487995863,0.028690561652183533,0.13420552015304565,0.9563729166984558,0.18072044849395752
968053104976461824,0.016755644232034683,0.018332745879888535,0.835368812084198,0.05093125253915787,0.2648333013057709
967437976446922753,0.010210225358605385,0.023956699296832085,0.029229648411273956,0.07565266638994217,0.2172010838985443
965789174770126848,0.009582302533090115,0.01678161881864071,0.0299666840583086,0.047414425760507584,0.12022395431995392
783914175475159040,0.01409109216183424,0.028390487655997276,0.02028387039899826,0.018147621303796768,0.02363927848637104
717298524992438272,0.011326417326927185,0.023609202355146408,0.01805182546377182,0.02678508311510086,0.05517340824007988
705113900220588032,0.017287103459239006,0.011133583262562752,0.028058404102921486,0.02504913881421089,0.03702258691191673
672128659654840320,0.011432874947786331,0.0073032137006521225,0.018095713108778,0.1295124888420105,0.049922358244657516
667791491172057088,0.04009215906262398,0.07077662646770477,0.9255370497703552,0.17742697894573212,0.08230113238096237
1182705604441378817,0.016927922144532204,0.015925608575344086,0.016869032755494118,0.02609792724251747,0.028380360454320908
1182275942665900033,0.8876721262931824,0.040051110088825226,0.014849579893052578,0.025414107367396355,0.02028820663690567
1182232619402121217,0.6053296327590942,0.012269802391529083,0.010991296730935574,0.028506312519311905,0.030996548011898994
1182226860194828288,0.013613502494990826,0.03627545014023781,0.01552836038172245,0.023007186129689217,0.024214787408709526
1182218583050461184,0.013386002741754055,0.010716341435909271,0.036786217242479324,0.06912839412689209,0.07786466926336288
1182138216561942530,0.012469579465687275,0.00997953675687313,0.009146400727331638,0.2482566237449646,0.06485282629728317
1181831496568639488,0.016165275126695633,0.009233012795448303,0.011484392918646336,0.07223929464817047,0.03707871213555336
1181460097874251776,0.009172014892101288,0.015686560422182083,0.055845655500888824,0.02330300770699978,0.08648443222045898
1181441935636140037,0.009484292939305305,0.014097307808697224,0.016403179615736008,0.06619041413068771,0.055505651980638504
1181266567318913027,0.015375936403870583,0.010866920463740826,0.0717167928814888,0.9483733773231506,0.20680120587348938
1180590458143031296,0.11759436130523682,0.009150505997240543,0.014503483660519123,0.030204247683286667,0.020942730829119682
1180492802628706308,0.9758407473564148,0.35650497674942017,0.09514468908309937,0.9617258906364441,0.09036322683095932
1180489322983755776,0.012885716743767262,0.14903873205184937,0.01266803964972496,0.015708183869719505,0.025458065792918205
1180377254410489856,0.9707679748535156,0.029762690886855125,0.03702352195978165,0.05387323722243309,0.028930645436048508
1180365026793799680,0.9203910827636719,0.10537687689065933,0.575542151927948,0.9597963690757751,0.12601827085018158
1180131332644581382,0.018171345815062523,0.6722080111503601,0.5841427445411682,0.2952432334423065,0.04493338242173195
1180119981398335488,0.020432882010936737,0.011384801007807255,0.011556291952729225,0.9237176775932312,0.10584326833486557
1180026337756696576,0.01233906950801611,0.010181582532823086,0.05175125598907471,0.03416397422552109,0.04935457557439804
1179508645060644865,0.04661029204726219,0.014518664218485355,0.0616031177341938,0.9731059074401855,0.19139017164707184
1179073037586632709,0.019363798201084137,0.023281153291463852,0.8987507820129395,0.06031075119972229,0.164120614528656
1178883973784768512,0.010661676526069641,0.01078122016042471,0.013110525906085968,0.14380104839801788,0.07314222306013107
1178742306209435653,0.04354305937886238,0.9118179082870483,0.025362512096762657,0.03231040760874748,0.02268887124955654
1178645916330418177,0.016161857172846794,0.01466129906475544,0.17442035675048828,0.015221787616610527,0.10956922918558121
1178494950222286849,0.0195439625531435,0.01018131896853447,0.025913262739777565,0.028042040765285492,0.029925592243671417
1177999570799927296,0.007349349558353424,0.008707481436431408,0.17589159309864044,0.5689985156059265,0.2664996087551117
1177549231218929664,0.9637096524238586,0.07003524899482727,0.02226441353559494,0.04615873098373413,0.0317692831158638
1177336763976683526,0.01770578883588314,0.013052706606686115,0.73785001039505,0.045673541724681854,0.20714320242404938
1176456572106674176,0.9240541458129883,0.01407308503985405,0.033599160611629486,0.9526563882827759,0.10990619659423828
1176401727131664386,0.02435995452105999,0.07479272782802582,0.04022660851478577,0.9834669232368469,0.1071392074227333
1176227632591114240,0.0269122626632452,0.01540943793952465,0.013328589498996735,0.9622328877449036,0.06770271807909012
1175867477177356291,0.011440050788223743,0.010179603472352028,0.2885902225971222,0.07955275475978851,0.332914263010025
1175132318874423298,0.014829098246991634,0.006319692358374596,0.03185509890317917,0.7333811521530151,0.08761798590421677
1174395405846667269,0.9108337163925171,0.027382278814911842,0.02006213553249836,0.03606516495347023,0.01825064979493618
1174315065010511875,0.029082460328936577,0.012259450741112232,0.01665036380290985,0.024646025151014328,0.021842453628778458
1174043561429544960,0.01461988128721714,0.014015179127454758,0.015356721356511116,0.033386871218681335,0.027376819401979446
1173960286551859201,0.009716075845062733,0.009756970219314098,0.017919065430760384,0.08851917833089828,0.050935979932546616
1173915100324999168,0.016620861366391182,0.29319536685943604,0.0193161778151989,0.9517135620117188,0.05897808074951172
1173649689150988289,0.015762776136398315,0.015199238434433937,0.013334222137928009,0.03358416631817818,0.02608955278992653
1173607172120436736,0.012675090692937374,0.025662580505013466,0.12997788190841675,0.9541027545928955,0.15129916369915009
1173445182928367616,0.9881445169448853,0.02449246495962143,0.41600459814071655,0.778532087802887,0.13594873249530792
1173371938686808064,0.01557300053536892,0.011259106919169426,0.04465322941541672,0.9274939894676208,0.1618722528219223
1172881305257881602,0.014403967186808586,0.011279817670583725,0.01403298880904913,0.04491029679775238,0.03270382061600685
1172858318811009024,0.01291347574442625,0.014545165933668613,0.025643950328230858,0.024126827716827393,0.049955446273088455
1172834154507100160,0.016865262761712074,0.006184426136314869,0.07155244797468185,0.2504916489124298,0.22482340037822723
1172598109014306818,0.014399785548448563,0.01855236478149891,0.016314372420310974,0.02579520270228386,0.0285731703042984
1172588803460149254,0.02691415138542652,0.7817323207855225,0.01384307537227869,0.04379730671644211,0.018746905028820038
1171900800727228418,0.029986537992954254,0.007486782502382994,0.3143659830093384,0.597944438457489,0.44166299700737
1171688018324967424,0.018847951665520668,0.013901308178901672,0.06114080175757408,0.949009358882904,0.14950376749038696
1171653244797562881,0.013019129633903503,0.013715293258428574,0.016321100294589996,0.04020791873335838,0.05019012838602066
1171425263969697792,0.016376979649066925,0.14525392651557922,0.0666944682598114,0.020983848720788956,0.33212974667549133
1171175273452244992,0.022215470671653748,0.013735330663621426,0.022407911717891693,0.96043461561203,0.11623483896255493
1170802854287818755,0.01313362643122673,0.012051690369844437,0.4580801725387573,0.35046061873435974,0.2835179567337036
1170770286117044225,0.04006119444966316,0.02576345019042492,0.9240289926528931,0.04698025435209274,0.1042788177728653
1170691967078076416,0.9125158786773682,0.022653896361589432,0.06736274808645248,0.9822914600372314,0.10694494843482971
1170351152346673152,0.03468235954642296,0.7416638731956482,0.015985563397407532,0.018283402547240257,0.018159592524170876
1170044411205640192,0.019362684339284897,0.013259605504572392,0.018581224605441093,0.023269014433026314,0.026545897126197815
1169982136251760640,0.8354886174201965,0.5699765086174011,0.02109609916806221,0.9586153626441956,0.04299283027648926
1169882750368641025,0.9586292505264282,0.017355648800730705,0.046545106917619705,0.03839800879359245,0.041845276951789856
1169705807212138501,0.01628381572663784,0.01237085647881031,0.5233996510505676,0.03325805813074112,0.2303093522787094
1169645258231242754,0.020138731226325035,0.005467599723488092,0.015484461560845375,0.5014321208000183,0.059494659304618835
1169631068598808577,0.04393560439348221,0.009772051125764847,0.0130422068759799,0.02584601752460003,0.023166000843048096
1169337265392357378,0.01883503794670105,0.00923232827335596,0.554739236831665,0.5881897211074829,0.21733695268630981
1168967889971535872,0.0344591960310936,0.011973208747804165,0.013559700921177864,0.02284211479127407,0.03427525609731674
1168963676822523905,0.02038847841322422,0.08009355515241623,0.8430898785591125,0.5910831093788147,0.15566116571426392
1168765890403459072,0.012987686321139336,0.010262140072882175,0.01321774534881115,0.059881892055273056,0.035702988505363464
1168764068972376064,0.012952225282788277,0.017014235258102417,0.015550765208899975,0.03109036013484001,0.02925039827823639
1168763970989297665,0.44586899876594543,0.007127631455659866,0.04138585552573204,0.9707157611846924,0.12480700016021729
1168521791968616448,0.5665779709815979,0.04181358963251114,0.0025902583729475737,0.4406009316444397,0.020433735102415085
